Parameter,Value at tick 1,Value at tick 2,Value at tick 3,Value at tick 4,Value at tick 5,Value at tick 6,Value at tick 7,Value at tick 8,Value at tick 9,Value at tick 10,Value at tick 11,Value at tick 12,Value at tick 13,Value at tick 14,Value at tick 15,Value at tick 16,Value at tick 17,Value at tick 18,Value at tick 19,Value at tick 20,Value at tick 21,Value at tick 22,Value at tick 23,Value at tick 24,Value at tick 25,Value at tick 26,Value at tick 27,Value at tick 28,Value at tick 29,Value at tick 30,Value at tick 31,Value at tick 32,Value at tick 33,Value at tick 34,Value at tick 35,Value at tick 36,Value at tick 37,Value at tick 38,Value at tick 39,Value at tick 40,Value at tick 41,Value at tick 42,Value at tick 43,Value at tick 44,Value at tick 45,Value at tick 46,Value at tick 47,Value at tick 48,Value at tick 49,Value at tick 50,Value at tick 51,Value at tick 52,Value at tick 53,Value at tick 54,Value at tick 55,Value at tick 56,Value at tick 57,Value at tick 58
roi_stats_cpu0_stlb_rfo__access,80,5,11,7,1,7,6,7,7,0,0,0,9,13,14,3,2,10,10,6,5,0,0,0,0,0,15246,12842,0,0,13338,13522,12922,12905,24330,2,42711,42946,40428,-n,-n,-n,-n,-n,5326,0,1,3,4,5532,0,67170,1,6,4,7,3634,0
roi_stats_cpu0_stlb_rfo__access_hit,80,2,10,6,1,7,6,7,7,0,0,0,7,12,12,3,2,10,10,6,5,0,0,203.182,0,0,15115,0,24948,24809,0,0,0,0,10,8,0,0,0,0,0,0,0,0,5310,0,1,0,4,0,0,67170,1,6,4,7,0,0
roi_stats_cpu0_stlb_rfo__access_miss,0,3,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,43597,0,0,131,0,24948,24809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,5532,0,0,0,0,0,0,3634,0
roi_stats_cpu0_stlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43493,0,0,4949,0,0,0,0,0,0,0,0,0,0,0,0,3.85933,3.85933,3.85933,3.85933,3.85933,5326,0,0,3,3,5532,0,24113,1,6,4,6,3634,0
roi_stats_cpu0_stlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,4938,0,24948,24809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310,0,0,0,3,0,0,24113,1,6,4,6,0,0
roi_stats_cpu0_stlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15427,0,0,11,0,24948,24809,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_stlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15337,0,14539,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43057,0,0,0,0,0,0
roi_stats_cpu0_stlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,14539,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9785,97.9447,97.9986,98.1158,98.018,0,0,185.415,0,0,0,0,43057,0,0,0,0,0,0
roi_stats_cpu0_stlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28150,0,0,0,3,0,0,2,5,3,6,159,0,0,0,0,0.0832388,0.0818851,0.0779858,0.0720256,0.0729814,0,0,118,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_stlb_translation_access,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,28137,0,14539,0,3,0,0,2,5,3,6,89,0,0,0,0,182.117,182.542,203.203,205.875,195.533,0,0,0,0,0,0,0,0,0,0,0,0,0,210.125
roi_stats_cpu0_stlb_translation_access_hit,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14539,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,10.25,118,0,0,0,0,0,0,0,0,0,0,45185
roi_stats_cpu0_stlb_translation_access_miss,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,3,6,139,0,0,0,0,0,0,0,0,0,0,250,110,0,0,0,0,0,0,0,0,0,0,45106
roi_stats_cpu0_stlb_prefetch_requested,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5773,3,0,0,2,5,3,6,77,0,0,0,0,0.0832416,0.0818878,0.0779883,0.0720279,0.0729837,0,234,0,0,1,0,0,0,0,0,0,1,0,79
roi_stats_cpu0_stlb_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,16,110,0,1,0,0,0,0,0,0,1,0,17582
roi_stats_cpu0_stlb_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,226,8,0,0,0,-n,0,0,0,0,0,0,17512
roi_stats_cpu0_stlb_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9474,0,5773,0,0,0,0,0,0,0,2,189.957,-n,11,11,0,0,0,0,0,0,210,0,0,0,0,34,0,0,0,0,0,0,70
roi_stats_cpu0_stlb_average_miss_latency,208.222,214.57,208.048,208.75,-n,209,212,208.333,208.5,-n,0,183,208.417,207.857,208.444,-n,-n,-n,-n,-n,-n,-n,-n,0,522,0,5766,0,61,71,0,0,0,0,8,70,2,1,2,97.9488,97.9216,97.9588,98.0425,98.0859,0,16,8,0,0,0,34,0,0,0,0,0,0,27595
roi_stats_cpu0_l1d_total_access,63781,23021,12757,59897,65323,63000,62720,62585,62138,63950,0,1,28938,19942,33547,64873,64419,62029,63563,63430,62250,64333,63700,20,513,0,7,0,61,71,0,0,0,0,0,0,2,1,2,0.0847829,0.0820647,0.0793049,0.0742464,0.070855,0,24,0,0,0,0,0,0,0,0,0,0,0,27587
roi_stats_cpu0_l1d_total_access_hit,63748,22863,12480,59859,65319,62993,62712,62580,62133,63944,0,0,28845,19859,33429,64871,64417,62025,63558,63427,62242,64330,63698,19,9,0,0,0,0,0,0,0,0,0,0,70,0,0,0,185.756,176.615,187.235,204.981,203.55,0,24,0,0,0,0,28,0,0,0,0,0,0,8
roi_stats_cpu0_l1d_total_access_miss,33,158,277,38,4,7,8,5,5,6,0,1,93,83,118,2,2,4,5,3,8,3,2,1,447,0,0,0,61,71,0,0,0,0,0,62,2,1,2,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
roi_stats_cpu0_l1d_load_access,22254,8482,6820,20574,22092,21641,21480,21439,21425,21776,0,1,13730,12237,14541,22018,21953,21536,21789,21753,21543,21829,21820,0,438,0,0,0,61,71,0,0,0,0,10,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_l1d_load_access_hit,22221,8344,6551,20540,22088,21634,21473,21434,21420,21770,0,0,13645,12162,14434,22016,21951,21532,21784,21750,21535,21826,21818,0,9,5566,0,0,0,0,0,0,0,0,10,62,0,0,0,0.0847864,0.0820679,0.079308,0.0742492,0.0708576,0,0,0,0,0,-n,6,0,0,0,0,0,-n,0
roi_stats_cpu0_l1d_load_access_miss,33,138,269,34,4,7,7,5,5,6,0,1,85,75,107,2,2,4,5,3,8,3,2,0,75,5566,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10.75,0,0,162,-n,55,6,-n,-n,-n,-n,-n,29,0
roi_stats_cpu0_l1d_rfo__access,41518,14461,5896,39319,43231,41358,41237,41143,40711,42174,0,0,15196,7693,18988,42855,42466,40493,41774,41677,40707,42504,41880,0,75,0,0,1.62838,0,0,1.62192,1.62097,1.62035,1.61778,70,0,0,0,0,0,0,0,0,0,171,0,0,1.69189,1.69898,55,0,1.71948,1.72478,1.73071,1.73603,1.74131,29,0
roi_stats_cpu0_l1d_rfo__access_hit,41518,14443,5888,39315,43231,41358,41237,41143,40711,42174,0,0,15188,7685,18977,42855,42466,40493,41774,41677,40707,42504,41880,193.981,0,5566,0,4559478,0,0,5027957,5187105,5347145,5500451,0,8,0,0,0,0,0,0,0,0,156,0,0,7951889,8155083,0,0,8769334,8968832,9172773,9374542,9577221,0,0
roi_stats_cpu0_l1d_rfo__access_miss,0,18,8,4,0,0,0,0,0,0,0,0,8,8,11,0,0,0,0,0,0,0,0,179,0,5566,0,2800000,0,0,3100000,3200000,3300000,3400000,70,0,0,0,0,97.9267,97.9662,97.982,98.1169,98.0592,15,0,0,4700000,4800000,48,0,5100000,5200000,5300000,5400000,5500000,29,8
roi_stats_cpu0_l1d_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,31881,0,0,31180,31688,31906,30858,62,0,0,0,0,0.0858832,0.0818804,0.0788547,0.0722752,0.0726392,154,0,0,37446,36519,48,0,36784,35987,36598,36181,36323,29,7
roi_stats_cpu0_l1d_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,14950,31857,0,0,31090,31625,31875,30831,0,0,0,0,0,182.744,184.158,201.158,204.852,203.272,140,0,0,37428,36472,0,0,36755,35946,36572,36158,36299,0,1
roi_stats_cpu0_l1d_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,14866,24,0,0,90,63,31,27,62,0,0,0,0,0,0,0,0,0,14,0,0,18,47,7,0,29,41,26,23,24,0,0
roi_stats_cpu0_l1d_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,84,24724,0,0,23834,24350,24671,23992,8,0,0,0,0,0,0,0,0,0,17,0,0,20526,20057,7,0,20247,19933,20027,19878,19976,0,0
roi_stats_cpu0_l1d_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,14950,24701,0,0,23745,24288,24643,23967,0,0,0,0,0,0.0858848,0.081882,0.0788561,0.0722765,0.0726405,16,0,334.398,20510,20016,0,0,20221,19896,20001,19855,19952,0,0
roi_stats_cpu0_l1d_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14866,23,41619,41350,89,62,28,25,8,0,0,0,0,0,0,0,0,0,1,0,1.68301,16,41,0,0,26,37,26,23,24,0,0
roi_stats_cpu0_l1d_translation_access,9,78,41,4,0,1,3,3,2,0,183,0,12,12,18,0,0,0,0,0,0,0,0,2,0,0,84,7157,41616,41349,7346,7338,7235,6866,0,0,0,0,0,0,0,0,0,0,0,0,7741846,16920,16462,0,0,16537,16054,16571,16303,16347,0,176.81
roi_stats_cpu0_l1d_translation_access_hit,9,76,41,4,0,1,2,3,2,0,1,0,12,12,18,0,0,0,0,0,0,0,0,11,0,0,0,7156,3,1,7345,7337,7232,6864,0,0,0,0,0,0,0,0,0,0,0,196.875,4600000,16918,16456,0,0,16534,16050,16571,16303,16347,0,101
roi_stats_cpu0_l1d_translation_access_miss,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28540,28426,1,1,3,2,0,0,0,0,0,97.9213,97.9727,97.9726,98.1104,98.0737,0,19150,33272,2,6,0,0,3,4,0,0,0,0,31
roi_stats_cpu0_l1d_prefetch_requested,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28537,28425,0,0,0,0,0,0,0,0,0,0.0859543,0.0815067,0.0792094,0.0726157,0.0720177,0,19059,33162,0,0,0,0,0,0,0,0,0,0,70
roi_stats_cpu0_l1d_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,3,1,0,0,0,0,0,0,0,0,0,181.986,183.529,200.267,204.047,203.105,0,91,110,0,0,0,0,0,0,0,0,0,0,81
roi_stats_cpu0_l1d_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,155,0,0,13079,12924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12509,18306,0,0,0,-n,0,0,0,0,0,0,19
roi_stats_cpu0_l1d_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,207.778,0,0,0,13079,12924,0,0,0,0,1.61517,497.457,-n,-n,-n,0,0,0,0,0,0,12418,18206,0,0,0,65864,0,0,0,0,0,0,62
roi_stats_cpu0_l1d_average_miss_latency,195.364,389.582,250.087,171.895,10.75,89.7143,149.25,207,158.2,41.6667,0,325,155.312,194.747,185.746,11,11,11,10.8,11.6667,11.25,11,11,0,31650,127,0,0,0,0,0,0,0,0,5653086,6,5,0,0,0.0859543,0.0815067,0.0792094,0.0726157,0.0720177,0,91,100,0,0,0,65862,0,0,0,0,0,0,8
roi_stats_cpu0_l2c_total_access,33,290,405,52,4,7,9,5,5,6,0,1.67252,160,117,140,2,2,5,6,3,8,3,2,1,31554,127,0,0,0,0,0,0,0,0,3500000,206,63,0,0,0,0,0,0,0,0,6626,14966,0,0,0,2,0,0,0,0,0,0,0
roi_stats_cpu0_l2c_total_access_hit,0,0,34,23,4,4,3,0,1,5,0,2007018,49,36,45,2,2,5,6,3,8,3,2,1,96,0,0,9339,0,0,9029,9228,9415,9324,30698,3.86097,3.85933,3.85933,3.85933,0,0,0,0,0,0,6626,14956,0,0,0,23827,0,0,0,0,0,0,8
roi_stats_cpu0_l2c_total_access_miss,33,290,371,29,0,3,6,5,4,1,0,1200000,111,81,95,0,0,0,0,0,0,0,0,0,14065,28,149,9339,0,0,9029,9228,9415,9324,30660,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,23825,0,0,0,0,0,0,0
roi_stats_cpu0_l2c_load_access,33,270,392,46,4,7,7,5,5,6,0,32583,147,103,119,2,2,4,5,3,8,3,2,0,13976,28,124,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
roi_stats_cpu0_l2c_load_access_hit,0,0,29,18,4,4,1,0,1,5,0,32571,44,30,32,2,2,4,5,3,8,3,2,0,89,0,25,9339,0,0,9029,9228,9415,9324,23719,0,0,0,0,1.68523,1.69194,1.69908,1.70475,1.69754,0,0,0,0,0,-n,42037,0,0,0,0,0,-n,0
roi_stats_cpu0_l2c_load_access_miss,33,270,363,28,0,3,6,5,4,1,0,12,103,73,87,0,0,0,0,0,0,0,0,0,17576,0,138,9339,0,0,9029,9228,9415,9324,23682,96.9054,98.0892,98.0817,97.8981,6740930,6936938,7136124,7330406,7469193,196.467,0,0,0,0,65335,42037,0,0,0,0,0,64181,11
roi_stats_cpu0_l2c_rfo__access,0,18,8,4,0,0,0,0,0,0,0,17248,8,8,11,0,0,0,0,0,0,0,0,0,17569,0,116,0,3,1,0,0,0,0,37,0.142723,0.08759,0.0841406,0.0889553,4000000,4100000,4200000,4300000,4400000,42330,0,0,0,0,65332,0,0,0,0,0,0,64176,11
roi_stats_cpu0_l2c_rfo__access_hit,0,0,0,3,0,0,0,0,0,0,0,17236,0,0,3,0,0,0,0,0,0,0,0,200.086,7,0,22,0,3,1,0,0,0,0,6979,84.1764,195.261,188.415,185.529,34761,34876,35148,34651,23461,42240,0,0,0,0,3,0,0,0,0,0,0,5,0
roi_stats_cpu0_l2c_rfo__access_miss,0,18,8,1,0,0,0,0,0,0,0,12,8,8,8,0,0,0,0,0,0,0,0,139,0,0,11,0,0,0,0,0,0,0,6978,0,0,0,0,34737,34863,35138,34634,23249,90,0,0,9.05556,8.93617,23576,0,8.86207,9,8.73077,8.91304,8.75,23108,1
roi_stats_cpu0_l2c_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,15335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,0,0,0,0,1,0.00104181,0,0,0,24,13,10,17,212,16531,15,0,17731,17353,23573,0,17605,18602,19156,19542,19334,23103,1
roi_stats_cpu0_l2c_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,15335,0,0,0,0,0,0,0,0,0,0,0,139,0,0,3,0,3,1,0,0,0,0,0,0.141686,0.0875933,0.0841436,0.0889584,18547,18554,18565,18551,15369,16450,15,0,17731,17353,3,0,17605,18602,19156,19542,19334,5,0
roi_stats_cpu0_l2c_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,21348,0,0,0,0,0,0,0,0,0,0,0,0,0,18523,18541,18555,18534,15185,81,0,0,0,0,41759,0,0,0,0,0,0,41073,0
roi_stats_cpu0_l2c_writeback_access,0,0,5,2,0,0,1,0,0,0,0,0,5,6,10,0,0,1,1,0,0,0,0,0,0,21290,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,10,17,184,25784,0,0,17731,17353,41759,0,17605,18602,19156,19542,19334,41073,0
roi_stats_cpu0_l2c_writeback_access_hit,0,0,5,2,0,0,1,0,0,0,0,0,5,6,10,0,0,1,1,0,0,0,0,128,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,16214,16322,16583,16100,8092,25776,0,0,17731,17353,0,0,17605,18602,19156,19542,19334,0,0
roi_stats_cpu0_l2c_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14285,0,0,0,0,0,0,0,0,0,96.2182,97.6521,98.0838,98.0212,16214,16322,16583,16100,8064,8,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_l2c_translation_access,0,2,0,0,0,0,1,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14227,0,0,0,0,0,0,0,0,0,0.228537,0.0966255,0.0848401,0.0833775,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,186.714
roi_stats_cpu0_l2c_translation_access_hit,0,0,0,0,0,0,1,0,0,0,1.64987,0,0,0,0,0,0,0,0,0,0,0,0,11,0,58,0,25382,0,0,24221,25043,25945,24702,9163,33.9466,149.639,193.882,184.905,0,0,0,0,0,0,157.198,26.1455,0,0,0,0,0,0,0,0,0,0,70
roi_stats_cpu0_l2c_translation_access_miss,0,2,0,0,0,0,0,0,0,0,1814853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7063,25286,25382,0,0,24221,25043,25945,24702,9163,0,0,0,0,0,0,0,0,0,0,103,16308,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_l2c_prefetch_requested,0,0,0,0,0,0,0,0,0,0,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7063,25168,0,0,0,0,0,0,0,0,0.00176895,0.000343878,0,0,0,0,0,0,0,0,35,16307,0,0,0,0,0,0,0,0,0,0,70
roi_stats_cpu0_l2c_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,32777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,25382,0,0,24221,25043,25945,24702,9163,0.226779,0.0962859,0.0848438,0.083381,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,62
roi_stats_cpu0_l2c_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,32772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16900,25382,0,0,24221,25043,25945,24702,9163,0,0,0,0,0,0,0,0,0,0,95,16308,0,0,0,103,0,0,0,0,0,0,0
roi_stats_cpu0_l2c_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,179.354,0,16795,0,1.62704,1.62427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,16307,0,0,0,2,0,0,0,0,0,0,62
roi_stats_cpu0_l2c_average_miss_latency,183.97,311.959,252.059,229.517,-n,183.333,183.333,195.4,183.5,184,17237,0,188.694,206.704,216.632,-n,-n,-n,-n,-n,-n,-n,-n,0,139,0,105,0,4718407,4872818,0,0,0,0,0,0,0,0,0,16519,17399,17291,16963,13551,14,68,1,0,0,0,1,0,0,0,0,0,0,8
roi_stats_cpu0_llc_total_access,33,290,371,29,0,3,6,5,4,1,17232,0,111,81,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_total_access_hit,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_total_access_miss,33,290,371,29,0,3,6,5,4,1,15540,0,111,81,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_load_access,33,270,363,28,0,3,6,5,4,1,15540,0,103,73,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_load_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_load_access_miss,33,270,363,28,0,3,6,5,4,1,0,0,103,73,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_rfo__access,0,18,8,1,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_rfo__access_miss,0,18,8,1,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,1.70461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4091063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_translation_access,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_translation_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_translation_access_miss,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_prefetch_requested,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,15160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,16140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,16140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu0_llc_average_miss_latency,715.182,912.759,1171.87,1369.34,0,648.667,621.333,692.8,568.75,972,16140,0,683.559,730.704,756.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu_1_cumulative_ipc,1.92403,1.3301,1.02276,1.19207,1.34596,1.4372,1.50535,1.54864,1.59016,1.62085,16140,0,1.64911,1.61528,1.5813,1.60351,1.62321,1.63829,1.65188,1.66377,1.67432,1.6856,1.69637,0,55,0,8361,0,2900000,3000000,0,0,0,0,0,96.5477,98.0999,98.1416,97.8632,16519,17399,17291,16963,13547,1,0,0,0,0,0,1,0,0,0,0,0,0,0
