Parameter,Value at tick 1,Value at tick 2,Value at tick 3,Value at tick 4,Value at tick 5,Value at tick 6,Value at tick 7,Value at tick 8,Value at tick 9,Value at tick 10,Value at tick 11,Value at tick 12,Value at tick 13,Value at tick 14,Value at tick 15,Value at tick 16,Value at tick 17,Value at tick 18,Value at tick 19,Value at tick 20,Value at tick 21,Value at tick 22,Value at tick 23,Value at tick 24,Value at tick 25,Value at tick 26,Value at tick 27,Value at tick 28,Value at tick 29,Value at tick 30,Value at tick 31,Value at tick 32,Value at tick 33,Value at tick 34,Value at tick 35,Value at tick 36,Value at tick 37,Value at tick 38,Value at tick 39,Value at tick 40,Value at tick 41,Value at tick 42,Value at tick 43,Value at tick 44,Value at tick 45,Value at tick 46,Value at tick 47,Value at tick 48,Value at tick 49,Value at tick 50,Value at tick 51,Value at tick 52,Value at tick 53,Value at tick 54,Value at tick 55,Value at tick 56,Value at tick 57,Value at tick 58
total_stats_cpu2_llc_load_access,33,238,380,43,4,3,6,5,4,1,16447,6434,104,73,87,2,3,4,5,3,8,2,3,25970,0,0,0,209.24,0,0,-n,-n,-n,-n,-n,0,0,0,0,21773,21791,21540,21792,21818,13177,0,24346,24991,48,0,43412,6007,51,12,23,31,4,8343
total_stats_cpu2_llc_load_access_hit,0,0,0,0,4,0,0,0,0,0,16447,0,0,0,0,2,3,4,5,3,8,2,3,25849,5,0,0,24792,0,0,66,90,60,21,30,0,0,0,0,21772,21790,21538,21789,21816,4,0,8,4,0,0,0,0,0,0,0,0,0,13
total_stats_cpu2_llc_load_access_miss,33,238,380,43,0,3,6,5,4,1,0,6434,104,73,87,0,0,0,0,0,0,0,0,121,5,0,0,24672,0,0,66,90,60,21,30,0,0,0,0,1,1,2,3,2,0,0,43257,44728,7,0,0,0,4,0,0,0,0,0
total_stats_cpu2_llc_rfo__access,0,18,0,9,0,0,0,0,0,0,16447,6434,8,8,8,0,0,0,0,0,0,0,0,14010,0,313,0,120,0,0,0,0,0,0,0,0,0,0,0,41867,41780,40828,42430,41799,0,0,43257,44728,7,0,0,0,4,0,0,0,0,0
total_stats_cpu2_llc_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,16447,0,0,0,0,0,0,0,0,0,0,0,0,13897,99,304,0,16529,0,0,66,88,58,20,27,8,0,0,0,41867,41780,40828,42430,41799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu2_llc_rfo__access_miss,0,18,0,9,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,113,0,9,0,16422,0,0,66,88,58,20,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu2_llc_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11960,99,267,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu2_llc_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11952,90,258,0,8238,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,5158,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu2_llc_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,8228,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,5142,0,0,0,0,1.72128,0,0,0,0,0,0,13138
total_stats_cpu2_llc_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,90,46,120,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8606416,0,0,0,0,0,0,13137
total_stats_cpu2_llc_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,46,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158,0,0,0,0,5000000,0,0,0,0,0,0,1
total_stats_cpu2_llc_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,157.404,11,-n,-n,0,0,0,0,0,0,5142,0,0,0,0,37850,0,0,0,0,0,0,13138
total_stats_cpu_3_cumulative_ipc,1.92541,1.33134,1.02364,1.20417,1.36636,1.46186,1.52976,1.5793,1.61872,1.65544,0,0,1.67329,1.63687,1.61055,1.63488,1.65631,1.66964,1.68488,1.69824,1.70937,1.72229,1.73429,0,9,0,111,0,0,0,0,0,0,0,0,160,4,9,36,0,0,0,0,0,0,16,0,0,0,0,37811,0,0,0,0,0,0,13137
total_stats_cpu_3_cumulative_ipc_instructions,192541,266268,307091,481670,683179,877117,1070831,1263440,1456844,1655437,0,0,2175281,2291616,2415823,2615807,2815720,3005361,3201272,3396484,3589673,3789028,3988867,0,0,0,93,0,0,0,0,0,0,0,0,90,4,9,36,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1
total_stats_cpu_3_cumulative_ipc_cycles,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,0,13,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,0,0,0,18,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20947,0,0,0,0,0,0,0
total_stats_cpu3_dtlb_total_access,35419,14118,9955,31391,35601,34664,34543,34397,34503,35083,6492,13,23794,19674,21804,35429,35402,34244,34943,34889,34542,35230,35170,12067,0,0,9,0,-n,-n,0,0,0,0,0,139,3,9,35,0,0,0,0,0,0,0,0,0,0,0,20912,0,0,0,0,0,0,0
total_stats_cpu3_dtlb_total_access_hit,35284,14063,9782,31307,35597,34635,34512,34366,34472,35072,6492,0,23614,19369,21594,35418,35397,34193,34909,34861,34508,35226,35166,12061,0,0,6,25,25804,24659,0,0,0,0,0,77,3,9,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
total_stats_cpu3_dtlb_total_access_miss,135,55,173,84,4,29,31,31,31,11,0,13,180,305,210,11,5,51,34,28,34,4,4,6,0,0,3,22,25804,24659,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,-n,16903,0,0,0,0,0,8.25,0
total_stats_cpu3_dtlb_load_access,19752,8040,6971,16721,18711,18403,18325,18262,18324,18571,6492,13,16669,15676,14501,18684,18671,18290,18545,18504,18467,18628,18594,12067,0,22912,0,3,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,9,0,79.75,11,-n,5146,16899,-n,-n,-n,-n,-n,5274,0
total_stats_cpu3_dtlb_load_access_hit,19697,7987,6808,16647,18708,18381,18300,18238,18300,18560,6492,0,16496,15386,14305,18676,18667,18250,18521,18482,18438,18624,18590,12061,1.69236,22800,0,0,25804,24659,0,0,0,0,0,2,1,0,1,11,11,11,11.3333,11,5524,0,9,5,66770,5146,4,29,64507,67808,66549,65477,5257,0
total_stats_cpu3_dtlb_load_access_miss,55,53,163,74,3,22,25,24,24,11,0,0,173,290,196,8,4,40,24,22,29,4,4,6,4230899,112,0,0,25804,24659,0,0,0,0,0,8,0,0,0,1,1,2,3,2,5508,0,6,5,66767,0,0,29,64501,67803,66544,65472,17,0
total_stats_cpu3_dtlb_rfo__access,15667,6078,2984,14670,16890,16261,16218,16135,16179,16512,0,0,7125,3998,7303,16745,16731,15954,16398,16385,16075,16602,16576,0,2500000,12817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,16,0,3,0,3,5146,0,0,6,5,5,5,5274,0
total_stats_cpu3_dtlb_rfo__access_hit,15587,6076,2974,14660,16889,16254,16212,16128,16172,16512,0,0,7118,3983,7289,16742,16730,15943,16388,16379,16070,16602,16576,0,20913,12712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524,0,9,4,24168,5146,0,26,23471,24066,23871,23668,5257,0
total_stats_cpu3_dtlb_rfo__access_miss,80,2,10,10,1,7,6,7,7,0,0,0,7,15,14,3,1,11,10,6,5,0,0,0,20395,105,0,210.875,0,0,-n,-n,-n,-n,-n,0,0,0,0,1,1,2,3,2,5508,0,6,4,24165,0,0,26,23465,24061,23866,23663,17,5404
total_stats_cpu3_dtlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,10086,27603,223,0,0,40837,41602,40826,41325,40088,11,0,0,0,1,1,2,3,2,16,0,3,0,3,0,0,0,6,5,5,5,0,5393
total_stats_cpu3_dtlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071,10079,27501,37,0,0,40836,41600,40822,41321,40083,11,0,0,0,0,0,0,0,0,0,0,0,0,42602,0,0,3,41036,43742,42678,41809,0,11
total_stats_cpu3_dtlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12628,7,102,186,0,0,1,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,42602,0,0,3,41036,43742,42678,41809,0,5404
total_stats_cpu3_dtlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,18584,192,0,0,28175,28303,27704,28402,27676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5393
total_stats_cpu3_dtlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,18495,15,0,0,28174,28301,27700,28398,27671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
total_stats_cpu3_dtlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,63512,0,0,0,0,0,0,0,0,0,0,0,0,7767,0,89,177,0,0,1,2,4,4,5,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_itlb_total_access,16887,7525,2964,14659,16375,15746,15974,15711,15962,17040,9,63506,8175,11163,12389,16495,16369,15920,16097,16065,16691,16655,16676,5031,75,0,8998,10,0,0,12662,13299,13122,12923,12412,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_itlb_total_access_hit,16887,7513,2953,14658,16375,15746,15974,15711,15962,17040,9,6,8170,11157,12388,16495,16369,15920,16097,16065,16691,16655,16676,4981,0,0,8988,1,0,0,12662,13299,13122,12923,12412,0,0,0,0,0,0,0,0,0,0,228,0,1,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_itlb_total_access_miss,0,12,11,1,0,0,0,0,0,0,0,21774,5,6,1,0,0,0,0,0,0,0,0,50,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_itlb_load_access,16887,7525,2964,14659,16375,15746,15974,15711,15962,17040,9,21768,8175,11163,12389,16495,16369,15920,16097,16065,16691,16655,16676,5031,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,8.64103,0,0,0,0,0,0,0
total_stats_cpu3_itlb_load_access_hit,16887,7513,2953,14658,16375,15746,15974,15711,15962,17040,9,6,8170,11157,12388,16495,16369,15920,16097,16065,16691,16655,16676,4981,0,70,0,0,0,0,0,0,0,0,0,188.457,-n,-n,-n,0,0,0,0,0,0,198,0,0,0,0,17476,0,0,0,0,0,0,0
total_stats_cpu3_itlb_load_access_miss,0,12,11,1,0,0,0,0,0,0,0,41738,5,6,1,0,0,0,0,0,0,0,0,50,0,82,0,0,0,0,0,0,0,0,0,70,65184,65115,62021,0,0,0,0,0,0,14,0,0,0,0,17476,0,0,0,0,0,0,0
total_stats_cpu3_itlb_rfo__access,0,0,0,0,0,0,0,0,0,0,0,41738,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,18,0,0,0,0,0,0,0,0,65184,65113,62020,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_itlb_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229,64,0,18,0,0,0,0,0,0,0,70,0,2,1,0,0,0,0,0,0,30,0,0,0,0,17476,0,0,0,0,0,0,0
total_stats_cpu3_itlb_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6222,75,0,0,-n,-n,0,0,0,0,0,62,22062,21982,21512,0,0,0,0,0,0,1,0,0,0,0,17476,0,0,0,0,0,0,153
total_stats_cpu3_itlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,200,3,22,61,0,0,0,0,0,0,22062,21980,21511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
total_stats_cpu3_itlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229,0,32,3,22,61,0,0,0,0,0,62,0,2,1,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,10.1176,8
total_stats_cpu3_itlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6222,7,168,0,0,0,0,0,0,0,0,8,43122,43133,40509,0,0,0,0,0,10.8125,0,182.667,-n,10.6667,34,0,-n,11,11.2,10.8,11.2,254,140
total_stats_cpu3_itlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,171,0,20,61,0,0,0,0,0,0,43122,43133,40509,-n,-n,-n,-n,-n,182,0,3,1.6573,3,34,0,67648,6,5,7,6,247,133
total_stats_cpu3_itlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,61,0,0,0,0,0,8,0,0,0,1.66755,1.67471,1.68125,1.6886,1.69532,167,0,0,7789300,3,0,0,67647,6,5,7,6,7,7
total_stats_cpu3_itlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,6503453,6698833,6893120,7092130,7289874,15,0,3,4700000,0,28,0,1,0,0,0,0,220,13
total_stats_cpu3_l1i_total_access,5082,1438,4636,5991,7060,7135,6748,6997,6859,5816,63682,7,5451,5356,4883,6785,6813,6553,6855,6845,5900,6430,6332,127,0,6,10,0,2,0,0,0,0,0,0,0,0,0,0,3900000,4000000,4100000,4200000,4300000,163,0,3,35622,3,28,0,24527,6,5,6,5,213,12
total_stats_cpu3_l1i_total_access_hit,5082,1313,4512,5974,7060,7135,6748,6997,6859,5816,63681,0,5389,5328,4871,6785,6813,6553,6855,6845,5900,6430,6332,106,0,6,1,213.425,2,0,12,11,11,11.5,11.4,0,0,0,0,34952,34946,34651,35181,34966,149,0,0,35599,3,0,0,24526,6,5,6,5,7,1
total_stats_cpu3_l1i_total_access_miss,0,125,124,17,0,0,0,0,0,0,1,6,62,28,12,0,0,0,0,0,0,0,0,21,0,0,9,186,0,0,1,2,4,4,5,0,0,0,0,34931,34931,34629,35171,34955,14,0,3,23,0,6,0,1,0,0,0,0,34,0
total_stats_cpu3_l1i_load_access,5082,1438,4636,5991,7060,7135,6748,6997,6859,5816,21786,6,5451,5356,4883,6785,6813,6553,6855,6845,5900,6430,6332,119,0,82,0,0,0,0,1,2,4,4,5,0,0,0,0,21,15,22,10,11,19,0,0,19542,0,6,0,43121,0,0,0,0,34,0
total_stats_cpu3_l1i_load_access_hit,5082,1313,4512,5974,7060,7135,6748,6997,6859,5816,21785,0,5389,5328,4871,6785,6813,6553,6855,6845,5900,6430,6332,100,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,18603,18549,18481,18614,18555,18,0,0,19521,0,0,0,43121,0,0,0,0,0,0
total_stats_cpu3_l1i_load_access_miss,0,125,124,17,0,0,0,0,0,0,1,0,62,28,12,0,0,0,0,0,0,0,0,19,0,82,0,177,0,0,1,2,4,4,5,0,0,0,0,18586,18534,18459,18604,18544,1,0,0,21,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_l1i_rfo__access,0,0,0,0,0,0,0,0,0,0,41896,0,0,0,0,0,0,0,0,0,0,0,0,8,0,75,16,0,0,0,1,2,4,4,5,0,0,0,0,17,15,22,10,11,0,0,0,16080,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_l1i_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,41896,0,0,0,0,0,0,0,0,0,0,0,0,6,11009,0,16,177,0,0,0,0,0,0,0,0,0,0,0,16349,16397,16170,16567,16411,0,197.2,0,16078,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_l1i_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10956,75,0,9,0,0,0,0,0,0,0,0,0,0,0,16345,16397,16170,16567,16411,0,30573,0,2,0,0,0,0,0,0,0,0,0,35233
total_stats_cpu3_l1i_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,168,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30475,0,0,0,0,0,0,0,0,1,1,0,35152
total_stats_cpu3_l1i_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11009,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,1,1,0,81
total_stats_cpu3_l1i_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10956,7,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14233,0,0,0,0,-n,0,0,0,0,0,0,15669
total_stats_cpu3_l1i_writeback_access,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,159,0,0,0,0,0,0,0,0,497.457,-n,11,11,0,0,0,0,0,0,14144,0,0,0,0,6829,0,0,0,0,0,0,15597
total_stats_cpu3_l1i_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63344,2,2,1,0,0,0,0,0,0,89,0,0,0,0,6829,0,0,0,0,0,0,72
total_stats_cpu3_l1i_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,1.71657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,5717047,2,2,1,0,0,0,0,0,0,16325,0,0,0,0,0,0,0,0,0,0,0,19556
total_stats_cpu3_stlb_total_access,135,67,184,85,4,29,31,31,31,11,1,2059879,185,311,211,11,5,51,34,28,34,4,4,46112,0,0,9,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,16317,0,0,0,0,6829,0,0,0,0,0,0,19548
total_stats_cpu3_stlb_total_access_hit,126,8,124,79,4,28,28,28,29,11,0,1200000,172,297,193,11,5,51,34,28,34,4,4,46015,0,0,0,0,-n,-n,0,0,0,0,0,28855,2,2,1,0,0,0,0,0,0,8,0,0,0,0,6829,0,0,0,0,0,0,8
total_stats_cpu3_stlb_total_access_miss,9,59,60,6,0,1,3,3,2,0,1,34723,13,14,18,0,0,0,0,0,0,0,0,97,0,0,9,0,42102,41064,0,0,0,0,0,28715,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_stlb_load_access,55,65,174,75,3,22,25,24,24,11,1,34709,178,296,197,8,4,40,24,22,29,4,4,16242,0,1.68099,0,0,42098,41061,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,207.857,0
total_stats_cpu3_stlb_load_access_hit,46,8,115,71,3,21,22,21,22,11,0,14,167,283,181,8,4,40,24,22,29,4,4,16157,0,4370565,0,0,4,3,0,0,0,0,0,19924,0,0,0,0,0,0,0,0,196.533,0,13153,0,-n,67048,0,11,-n,-n,-n,-n,26104,0
total_stats_cpu3_stlb_load_access_miss,9,57,59,4,0,1,3,3,2,0,1,18492,11,13,16,0,0,0,0,0,0,0,0,85,0,2600000,0,0,29536,28173,0,0,0,0,0,19793,0,0,0,0,0,0,0,0,41044,0,1.64936,0,1.66608,67046,0,1,1.69261,1.69707,1.70324,1.70854,26014,0
total_stats_cpu3_stlb_rfo__access,80,2,10,10,1,7,6,7,7,0,0,18478,7,15,14,3,1,11,10,6,5,0,0,29851,0,20576,0,0,29532,28170,0,0,0,0,0,131,0,0,0,0,0,0,0,0,40954,0,7587055,0,7997170,2,0,1,8801553,8994478,9197512,9396970,90,0
total_stats_cpu3_stlb_rfo__access_hit,80,0,9,8,1,7,6,7,7,0,0,14,5,14,12,3,1,11,10,6,5,0,0,29840,525,20423,0,0,4,3,0,0,0,0,0,8931,0,0,0,0,0,0,0,0,90,0,4600000,8.65217,4800000,24318,0,0,5200000,5300000,5400000,5500000,14087,0
total_stats_cpu3_stlb_rfo__access_miss,0,2,1,2,0,0,0,0,0,0,0,16231,2,1,2,0,0,0,0,0,0,0,0,11,515,153,0,0,12566,12891,0,0,0,0,0,8922,0,0,0,9,9,9,9,9,16243,15,18060,17803,36314,24316,0,1,35589,34437,35733,35267,14005,103
total_stats_cpu3_stlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,16231,0,0,0,0,0,0,0,0,0,0,0,0,10,16923,1.62905,709.957,12566,12891,-n,-n,-n,-n,-n,9,0,0,0,16165,16025,16684,16734,16716,16162,14,17780,17803,36306,2,0,1,35560,34382,35721,35244,82,33
total_stats_cpu3_stlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,16797,4398431,37,0,0,0,0,0,0,0,0,0,0,0,16165,16025,16684,16734,16716,81,1,280,0,8,42730,0,0,29,55,12,23,12010,70
total_stats_cpu3_stlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,126,2700000,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24786,0,13321,17803,19799,42730,0,0,19584,19074,19505,19391,12002,83
total_stats_cpu3_stlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3653,15452,3.86564,0,0,3.86564,3.86564,3.86564,3.86564,3.86564,0,0,0,0,16165,16025,16684,16734,16716,24778,0,13062,17803,19792,0,0,0,19558,19023,19493,19368,8,21
total_stats_cpu3_stlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3626,15276,0,0,0,0,0,0,0,0,0,0,0,0,16165,16025,16684,16734,16716,8,0,259,0,7,0,0,0,26,51,12,23,0,62
total_stats_cpu3_stlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,27,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4739,0,16515,0,0,0,16005,15363,16228,15876,0,8
total_stats_cpu3_l1d_total_access,62530,24131,12497,56510,65345,62849,62765,62604,62574,63866,1,0,30455,20029,31198,64835,64792,61636,63563,63444,62237,64313,64009,156,0,0,12209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.704,4718,0,16514,0,0,0,16002,15359,16228,15876,0,0
total_stats_cpu3_l1d_total_access_hit,62498,24012,12206,56446,65341,62843,62756,62599,62569,63860,0,0,30361,19945,31081,64833,64789,61632,63558,63441,62229,64311,64006,39,0,0,12048,95.8676,0,0,96.2527,96.4789,96.4319,96.3279,96.2171,0,0,0,0,0,0,0,0,0,0,131,21,0,1,0,0,0,3,4,0,0,0,8
total_stats_cpu3_l1d_total_access_miss,32,119,291,64,4,6,9,5,5,6,1,0,94,84,117,2,3,4,5,3,8,2,3,117,0,0,161,0.213335,0,0,0.263236,0.246835,0.243251,0.245725,0.238445,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_l1d_load_access,21788,8826,6705,19514,22105,21587,21484,21458,21484,21764,1,0,13847,12287,14112,22031,22021,21467,21780,21758,21559,21822,21867,135,0,0,3243,35.7518,0,0,38.0398,39.6087,37.1866,34.2748,34.2199,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_l1d_load_access_hit,21756,8719,6422,19462,22101,21581,21476,21453,21479,21758,0,0,13761,12211,14006,22029,22018,21463,21775,21755,21551,21820,21864,27,0,0,3228,0.00357437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,-n,0,0,0,0,0,7,0
total_stats_cpu3_l1d_load_access_miss,32,107,283,52,4,6,8,5,5,6,1,0,86,76,106,2,3,4,5,3,8,2,3,108,0,0,15,0.00379777,0,0,0.00241881,0.00312216,0.00264826,0.00110113,0.0017835,0,-n,-n,-n,0,0,0,0,0,15,33,0,0,0,0,39,0,0,0,0,0,7,11
total_stats_cpu3_l1d_rfo__access,40733,15248,5733,36991,43240,41261,41278,41143,41088,42102,0,0,16595,7729,17068,42804,42771,40169,41783,41686,40678,42491,42142,11,0,14393,0,0.198824,0,0,0.260829,0.243724,0.240614,0.244634,0.236671,0,1.64354,1.65322,1.65991,0,0,0,0,0,14,72,0,0,0,0,39,0,0,0,0,0,0,11
total_stats_cpu3_l1d_rfo__access_hit,40733,15237,5726,36979,43240,41261,41278,41143,41088,42102,0,0,16587,7721,17057,42804,42771,40169,41783,41686,40678,42491,42142,2,31248,14393,0,0.00357437,0,0,0,0,0,0,0,0,5916753,6116914,6307664,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu3_l1d_rfo__access_miss,0,11,7,12,0,0,0,0,0,0,0,0,8,8,11,0,0,0,0,0,0,0,0,9,31154,0,0,0,0,0,0,0,0,0,0,19.6857,3600000,3700000,3800000,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,70
total_stats_cpu3_l1d_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,23.6429,0,0,0,0,0,0,0,0,0,0,0,0,94,14393,0,0.00357437,11.25,11,0,0,0,0,0,9734,35328,35414,34391,0,0,0,0,0,0,8,0,0,0,0,35,0,0,0,0,0,0,0
total_stats_cpu3_l1d_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,16879,0,0,0,0,0,0,0,0,0,0,0,0,13576,14393,0,95.7662,4,3,96.1686,96.4593,96.4257,96.5013,96.1081,9732,35320,35406,34355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
total_stats_cpu3_l1d_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,16879,0,0,0,0,0,0,0,0,0,0,0,0,13491,0,0,0.256213,4,3,0.267182,0.240244,0.241356,0.234319,0.242878,2,8,8,36,0,0,0,0,0,0,0,0,0,0,103,4,0,0,0,0,0,153.433,62
total_stats_cpu3_l1d_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,85,0,8606,38.2662,0,0,36.5161,40.5935,38.0775,36.1445,32.7515,9734,18629,18602,18361,0,0,0,0,0,176.811,0,0,0,0,2,4,-n,0,0,0,0,115,0
